Keyword;Nama Bisnis;Kategori;Rating;Jumlah Ulasan;Nomor Telepon;Punya Website?;Link Website;Alamat;Link Google Maps
restoran;Vcontinental Delipark;Restoran;4,7;1026;0853-6176-6426;Tidak;;Jalan Putri Hijau. 1 Delipark Mall 3A Floor. 23, Kota Medan, Sumatera Utara;https://www.google.com/maps/place/Vcontinental+Delipark/data=!4m7!3m6!1s0x3031310d97f34ddd:0x375d5ecf22ffe9a3!8m2!3d3.5942505!4d98.6746494!16s%2Fg%2F11kc8mc946!19sChIJ3U3zlw0xMTARo-n_Is9eXTc?authuser=0&hl=id&rclk=1
rumah makan;Mustika Rasa - Medan;Restoran Indonesia;4,7;503;0812-9898-2252;Tidak;;Jl. Gagak Hitam Jl. Ring Road No.53 C-D, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Mustika+Rasa+-+Medan/data=!4m7!3m6!1s0x30312f004f20c30d:0xadb01eaeefc756a7!8m2!3d3.5705774!4d98.6259484!16s%2Fg%2F11yc0r03fk!19sChIJDcMgTwAvMTARp1bH764esK0?authuser=0&hl=id&rclk=1
rumah makan;RESTORAN HIDANGAN SEDERHANA;Restoran;4,7;103;0811-6249-919;Tidak;;Komp. Lacoste Paradise, Higher Steps Lt. 2, Jl. Sunggal, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/RESTORAN+HIDANGAN+SEDERHANA/data=!4m7!3m6!1s0x30312f1f257907a3:0xa5dae10052140b53!8m2!3d3.5771384!4d98.6206364!16s%2Fg%2F11m5tw1p5z!19sChIJowd5JR8vMTARUwsUUgDh2qU?authuser=0&hl=id&rclk=1
cafe;Sudut Jalan Coffee & Eatery;Kedai Kopi;4,7;747;;Tidak;;Jl. Candi Prambanan No.14-2, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20231;https://www.google.com/maps/place/Sudut+Jalan+Coffee+%26+Eatery/data=!4m7!3m6!1s0x303131443d7b1c87:0xb415193ec4c3625f!8m2!3d3.5879129!4d98.6721105!16s%2Fg%2F11pxwbb8_4!19sChIJhxx7PUQxMTARX2LDxD4ZFbQ?authuser=0&hl=id&rclk=1
cafe;Coffee Bike cafe & eatery, Medan;Kafe;4,7;70;;Tidak;;Jl. T. Amir Hamzah No.67, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20114;https://www.google.com/maps/place/Coffee+Bike+cafe+%26+eatery,+Medan/data=!4m7!3m6!1s0x30312f54688c09f9:0x950eb5a668930d9d!8m2!3d3.6082271!4d98.6496202!16s%2Fg%2F11y1zskbl5!19sChIJ-QmMaFQvMTARnQ2TaKa1DpU?authuser=0&hl=id&rclk=1
cafe;Komma Ground;Kedai Kopi;4,7;149;;Tidak;;Jl. Bima Sakti No.16, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Komma+Ground/data=!4m7!3m6!1s0x303131d316d46bd3:0xeb6fd8b3217e670a!8m2!3d3.5867204!4d98.6637195!16s%2Fg%2F11rbfpzgzn!19sChIJ02vUFtMxMTARCmd-IbPYb-s?authuser=0&hl=id&rclk=1
cafe;Brun Cafe;Kedai Kopi;4,7;123;0823-6315-8760;Tidak;;Jl. Iskandar Muda No.202, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Brun+Cafe/data=!4m7!3m6!1s0x3031316cc1b8f9e7:0x6d1d1bee42e044f!8m2!3d3.5805547!4d98.6613094!16s%2Fg%2F11f9zmlth3!19sChIJ5_m4wWwxMTARTwQu5L7R0QY?authuser=0&hl=id&rclk=1
cafe;KLASIK Coffee & Roastery;Kedai Kopi;4,7;125;0811-6515-161;Tidak;;Jl. Gagak Hitam No.78G, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/KLASIK+Coffee+%26+Roastery/data=!4m7!3m6!1s0x30312fad121dd2e3:0xb77a3fe9c029aaa4!8m2!3d3.5828161!4d98.6268908!16s%2Fg%2F11s9g85rlp!19sChIJ49IdEq0vMTARpKopwOk_erc?authuser=0&hl=id&rclk=1
toko baju;Levi's Medan Fair;Butik;4,7;12;(061) 4140747;Tidak;;Watsons, Jl. Gatot Subroto No.30, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/Levi%27s+Medan+Fair/data=!4m7!3m6!1s0x30312e28a2ff51b1:0x38153749a9a2998f!8m2!3d3.5929683!4d98.6636437!16s%2Fg%2F1q62hz6np!19sChIJsVH_oiguMTARj5miqUk3FTg?authuser=0&hl=id&rclk=1
salon;Salon Kayla;Salon Kecantikan;4,7;6;0813-9741-9997;Tidak;;HMR3+J9J, Jl. Ayahanda, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/Salon+Kayla/data=!4m7!3m6!1s0x30312e25ec9aa1cd:0xc7e547ad33f4d0a9!8m2!3d3.591597!4d98.653397!16s%2Fg%2F11b7rxkktq!19sChIJzaGa7CUuMTARqdD0M61H5cc?authuser=0&hl=id&rclk=1
salon;Mister Premium Salon Men;Salon Rambut;4,7;89;0812-1368-7088;Tidak;;samping tower coffe, Jl. Setia Budi kelurahan No.50G, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20119;https://www.google.com/maps/place/Mister+Premium+Salon+Men/data=!4m7!3m6!1s0x30312e349ce2a03d:0x66de6cffe8ac0e47!8m2!3d3.5803867!4d98.642904!16s%2Fg%2F11gcn1lrsg!19sChIJPaDinDQuMTARRw6s6P9s3mY?authuser=0&hl=id&rclk=1
salon;Asiang Salon;Salon Rambut;4,7;59;0819-866-299;Tidak;;Jl. Jenggala No.50, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152;https://www.google.com/maps/place/Asiang+Salon/data=!4m7!3m6!1s0x303131d267a66f51:0xa782062ce782676f!8m2!3d3.583494!4d98.669806!16s%2Fg%2F11bt_gcfbw!19sChIJUW-mZ9IxMTARb2eC5ywGgqc?authuser=0&hl=id&rclk=1
barbershop;J&J Barbershop;Tempat Cukur Rambut;4,7;51;0821-6695-6006;Tidak;;Jl. Aipda KS Tubun No.52/54, Pandau Hulu I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20211;https://www.google.com/maps/place/J%26J+Barbershop/data=!4m7!3m6!1s0x3031312ffb213dc1:0xedc6f89cd32a289f!8m2!3d3.5897614!4d98.6925035!16s%2Fg%2F11g2xcm5ww!19sChIJwT0h-y8xMTARnygq05z4xu0?authuser=0&hl=id&rclk=1
bengkel motor;Bengkel Motor Serayu Jaya;Bengkel Sepeda Motor;4,7;10;0822-6836-8632;Tidak;;Jl. Sei Serayu No.74, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20121;https://www.google.com/maps/place/Bengkel+Motor+Serayu+Jaya/data=!4m7!3m6!1s0x30312f63ccc52c41:0x77a67a3bcbe36d81!8m2!3d3.577395!4d98.6469531!16s%2Fg%2F11qbhzmyf_!19sChIJQSzFzGMvMTARgW3jyzt6pnc?authuser=0&hl=id&rclk=1
bengkel motor;INDOMOBIL NISSAN DATSUN KIA Gatot Subroto Medan;Bengkel Mobil;4,7;90;0821-6562-8000;Tidak;;Jl. Gatot Subroto No.148, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/INDOMOBIL+NISSAN+DATSUN+KIA+Gatot+Subroto+Medan/data=!4m7!3m6!1s0x30312f9d840c3945:0xc0c777866f0d8566!8m2!3d3.5905377!4d98.6484266!16s%2Fg%2F11k0394318!19sChIJRTkMhJ0vMTARZoUNb4Z3x8A?authuser=0&hl=id&rclk=1
toko oleh-oleh;Galeri Ulos Sianipar & UKM Bersama;Toko Suvenir;4,7;279;0812-6584-6702;Tidak;;Gg. Pendidikan No.130, Binjai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20228;https://www.google.com/maps/place/Galeri+Ulos+Sianipar+%26+UKM+Bersama/data=!4m7!3m6!1s0x303130fa0181319d:0x427e702de95c1e0f!8m2!3d3.5701011!4d98.7097583!16s%2Fg%2F11b8t65sx7!19sChIJnTGBAfowMTARDx5c6S1wfkI?authuser=0&hl=id&rclk=1
hotel;AIHO Hotel Medan;;4,7;7415;(061) 4563888;Tidak;;Jl. H. Adam Malik No.5, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera, Utara, Kota Medan, Sulawesi Utara 20114;https://www.google.com/maps/place/AIHO+Hotel+Medan/data=!4m10!3m9!1s0x3031311a33a9a425:0xb70cf9d097eb198!5m2!4m1!1i2!8m2!3d3.594058!4d98.6683957!16s%2Fg%2F11q_mzl7pb!19sChIJJaSpMxoxMTARmLF-CZ3PcAs?authuser=0&hl=id&rclk=1
klinik;Klinik Pratama Kurnia Mega Mas;Klinik Medis;4,7;178;0853-5800-7741;Tidak;;Jl. Kapten Jumhana Gg. Intan, Sukaramai II, Kec. Medan Area, Kota Medan, Sumatera Utara 20224;https://www.google.com/maps/place/Klinik+Pratama+Kurnia+Mega+Mas/data=!4m7!3m6!1s0x303131a99741ce57:0x3712c95b97675b1!8m2!3d3.5861428!4d98.7020618!16s%2Fg%2F11c6sky9l_!19sChIJV85Bl6kxMTARsXV2uZUscQM?authuser=0&hl=id&rclk=1
klinik;Klinik Mediska Medan;Klinik Medis;4,7;120;(061) 4573090;Tidak;;Jl. Cendana No.2, Perintis, Kec. Medan Tim., Kota Medan, Sumatera Utara 20232;https://www.google.com/maps/place/Klinik+Mediska+Medan/data=!4m7!3m6!1s0x303131bf3d570d7b:0xbbb6174ac4f8e676!8m2!3d3.5964162!4d98.6838827!16s%2Fg%2F11fy4jlsj8!19sChIJew1XPb8xMTARdub4xEoXtrs?authuser=0&hl=id&rclk=1
klinik;Klinik Millenium;Klinik Medis;4,7;1556;0813-7625-0988;Tidak;;Jl. Kapten Muslim No.18C, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/Klinik+Millenium/data=!4m7!3m6!1s0x30312e3beceb29fd:0x597f75b0cf7e4b51!8m2!3d3.5943214!4d98.6442429!16s%2Fg%2F1pzq4cq3y!19sChIJ_Snr7DsuMTARUUt-z7B1f1k?authuser=0&hl=id&rclk=1
klinik;Klinik Altara;Klinik Tanpa Perjanjian;4,7;1094;(061) 8369358;Tidak;;JL. Kapiten Purba, 2b, Simalingkar, Simpang simalingkar, Medan tuntungan, Mangga, Kec. Medan Tuntungan, Kota Medan, Sumatera Utara 20141;https://www.google.com/maps/place/Klinik+Altara/data=!4m7!3m6!1s0x3031303621a91e53:0x7aebb0777809a500!8m2!3d3.5239949!4d98.634743!16s%2Fg%2F1pztmh3jy!19sChIJUx6pITYwMTARAKUJeHew63o?authuser=0&hl=id&rclk=1
klinik;Klinik Pratama Setia Budi;Klinik Medis;4,7;183;0812-6312-8274;Tidak;;Jl. Setia Budi No.450A, Tj. Sari, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20132;https://www.google.com/maps/place/Klinik+Pratama+Setia+Budi/data=!4m7!3m6!1s0x30312f91762b87bd:0xd54331f976972ab2!8m2!3d3.5467549!4d98.6264943!16s%2Fg%2F11byl4qpq7!19sChIJvYcrdpEvMTARsiqXdvkxQ9U?authuser=0&hl=id&rclk=1
klinik;KLINIK NAHOS MEDICA 24 JAM KRAKATAU MEDAN;Rumah Sakit;4,7;36;0812-6005-268;Tidak;;Jl. Bukit Barisan I Gg. Kelabu No.8, Glugur Darat II, Kec. Medan Tim., Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/KLINIK+NAHOS+MEDICA+24+JAM+KRAKATAU+MEDAN/data=!4m7!3m6!1s0x3031310ae994e74f:0xfae095d8ba8df606!8m2!3d3.6132966!4d98.679375!16s%2Fg%2F11f9_jhj6_!19sChIJT-eU6QoxMTARBvaNutiV4Po?authuser=0&hl=id&rclk=1
optik;Optik B Riski Medan Baru;Toko Optik;4,7;13;0851-2926-6314;Tidak;;Jl. Jamin Ginting No.241 B, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222;https://www.google.com/maps/place/Optik+B+Riski+Medan+Baru/data=!4m7!3m6!1s0x303131001ed839ad:0x8d56ad08cdd23064!8m2!3d3.566391!4d98.6618534!16s%2Fg%2F11xcv2xyv8!19sChIJrTnYHgAxMTARZDDSzQitVo0?authuser=0&hl=id&rclk=1
optik;Optik Memory;Toko Optik;4,7;7;(061) 7869752;Tidak;;Jl. Brigjend Katamso No.727A, Kp. Baru, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20158;https://www.google.com/maps/place/Optik+Memory/data=!4m7!3m6!1s0x3031306e14637479:0x77e5341a63c2d0f3!8m2!3d3.5513833!4d98.6886795!16s%2Fg%2F11b7kzw60_!19sChIJeXRjFG4wMTAR89DCYxo05Xc?authuser=0&hl=id&rclk=1
restoran;Restoran Ria;Restoran China;4,6;1651;(061) 4575575;Tidak;;Jl. Letjen MT. Haryono No.11, RW.15, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212;https://www.google.com/maps/place/Restoran+Ria/data=!4m7!3m6!1s0x303131b64100a55d:0x48aa9862b3aaf749!8m2!3d3.5854985!4d98.6824302!16s%2Fg%2F1jkybm03k!19sChIJXaUAQbYxMTARSfeqs2KYqkg?authuser=0&hl=id&rclk=1
restoran;Rumah Makan Kapau HJ. Uni Emi;Restoran Indonesia;4,6;839;0815-3001-239;Tidak;;Jl. Rotan No.82, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Rumah+Makan+Kapau+HJ.+Uni+Emi/data=!4m7!3m6!1s0x3031310dd2556f41:0x9fced73704b95e9d!8m2!3d3.5915275!4d98.6687725!16s%2Fg%2F11m_q1mxbw!19sChIJQW9V0g0xMTARnV65BDfXzp8?authuser=0&hl=id&rclk=1
restoran;Mie Jaring Nelayan Cafe Dimsum & Asian Favourite Cuisine;Restoran Dim Sum;4,6;3972;(061) 4501192;Tidak;;SUN PLAZA, Jl. KH. Zainul Arifin No.7 lt.2, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20152;https://www.google.com/maps/place/Mie+Jaring+Nelayan+Cafe+Dimsum+%26+Asian+Favourite+Cuisine/data=!4m7!3m6!1s0x303131cd9a4ddb0d:0xc0f82bd63fcab123!8m2!3d3.5823833!4d98.671442!16s%2Fg%2F1pzt6z4bp!19sChIJDdtNms0xMTARI7HKP9Yr-MA?authuser=0&hl=id&rclk=1
rumah makan;Rumah Makan Kapau HJ. Uni Emi;Restoran Indonesia;4,6;839;0815-3001-239;Tidak;;Jl. Rotan No.82, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Rumah+Makan+Kapau+HJ.+Uni+Emi/data=!4m7!3m6!1s0x3031310dd2556f41:0x9fced73704b95e9d!8m2!3d3.5915275!4d98.6687725!16s%2Fg%2F11m_q1mxbw!19sChIJQW9V0g0xMTARnV65BDfXzp8?authuser=0&hl=id&rclk=1
rumah makan;Rumah Makan Hotdaina;Restoran Batak;4,6;1627;0812-6406-435;Tidak;;Jl. Sei Bilah No.118, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Rumah+Makan+Hotdaina/data=!4m7!3m6!1s0x30312e3498454453:0x97ebfb566c8fd0e9!8m2!3d3.5815848!4d98.6449041!16s%2Fg%2F1pzxtst35!19sChIJU0RFmDQuMTAR6dCPbFb765c?authuser=0&hl=id&rclk=1
rumah makan;Hafiz Jees Pakistani Restaurant (???? ?? ???????? ????????) Rumah Makan Pakistan;Restoran;4,6;143;0823-6569-0090;Tidak;;Jl. Gatot Subroto No.24A, Sei Sikambing C. II, CII, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/Hafiz+Jees+Pakistani+Restaurant+%28%D8%AD%D8%A7%D9%81%D8%B8+%D8%AC%DB%8C+%D9%BE%D8%A7%DA%A9%D8%B3%D8%AA%D8%A7%D9%86%DB%8C+%D8%B1%DB%8C%D8%B3%D9%B9%D9%88%D8%B1%D9%86%D9%B9%29+Rumah+Makan+Pakistan%E2%80%AD/data=!4m7!3m6!1s0x30312f4bfd5c101b:0x60bce4cfe931e1c1!8m2!3d3.5910212!4d98.6453377!16s%2Fg%2F11hyk3fp66!19sChIJGxBc_UsvMTARweEx6c_kvGA?authuser=0&hl=id&rclk=1
rumah makan;AYAM PENYET LALAPAN ENAK;Rumah Makan;4,6;11;0851-7435-9999;Tidak;;Jl. Ayahanda No.10B, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/AYAM+PENYET+LALAPAN+ENAK/data=!4m7!3m6!1s0x30312f9ffe87feeb:0x1e6172aa6eea0d8!8m2!3d3.5919656!4d98.653321!16s%2Fg%2F11k3m26nt9!19sChIJ6_6H_p8vMTAR2KDupioX5gE?authuser=0&hl=id&rclk=1
rumah makan;Restoran Ria;Restoran China;4,6;1651;(061) 4575575;Tidak;;Jl. Letjen MT. Haryono No.11, RW.15, Ps. Baru, Kec. Medan Kota, Kota Medan, Sumatera Utara 20212;https://www.google.com/maps/place/Restoran+Ria/data=!4m7!3m6!1s0x303131b64100a55d:0x48aa9862b3aaf749!8m2!3d3.5854985!4d98.6824302!16s%2Fg%2F1jkybm03k!19sChIJXaUAQbYxMTARSfeqs2KYqkg?authuser=0&hl=id&rclk=1
rumah makan;Sari Laut Nelayan;Restoran Seafood;4,6;3653;(061) 4525537;Tidak;;Jl. Putri Merak Jingga C-D No.8, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Sari+Laut+Nelayan/data=!4m7!3m6!1s0x303131c180488f01:0x2edf9c47de75ef5e!8m2!3d3.5979166!4d98.6766565!16s%2Fg%2F1hm6fq180!19sChIJAY9IgMExMTARXu913kec3y4?authuser=0&hl=id&rclk=1
cafe;GRAMA SPHERE COFFEE;Kedai Kopi;4,6;917;;Tidak;;Jl. Sei Serayu No.54, Babura Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/GRAMA+SPHERE+COFFEE/data=!4m7!3m6!1s0x30312f76e06e2597:0x356244aba636da60!8m2!3d3.5774031!4d98.6479491!16s%2Fg%2F11rhv_2ntg!19sChIJlyVu4HYvMTARYNo2pqtEYjU?authuser=0&hl=id&rclk=1
cafe;PEOPLE'S PLACE CAFE Medan;Restoran;4,6;994;(061) 4553265;Tidak;;Jl. R.A. Kartini No.29, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20151;https://www.google.com/maps/place/PEOPLE%27S+PLACE+CAFE+Medan/data=!4m7!3m6!1s0x303131bf0673918b:0xea416a56f3a80fb6!8m2!3d3.5797586!4d98.6701357!16s%2Fg%2F11h_0vvghw!19sChIJi5FzBr8xMTARtg-o81ZqQeo?authuser=0&hl=id&rclk=1
cafe;Aiu cafe;Kafe;4,6;65;;Tidak;;Gg. PTP No.25, Sei Sikambing C. II, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/Aiu+cafe/data=!4m7!3m6!1s0x30312f1dd35090d1:0x37f87b0703320016!8m2!3d3.5941223!4d98.6431508!16s%2Fg%2F11v0gn0gkh!19sChIJ0ZBQ0x0vMTARFgAyAwd7-Dc?authuser=0&hl=id&rclk=1
toko baju;ZOOKMAN;Toko Pakaian Pria;4,6;17;0819-835-422;Tidak;;Jl. Taruma No.45, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20152;https://www.google.com/maps/place/ZOOKMAN/data=!4m7!3m6!1s0x303131d226d7cb31:0xe8f48c2d9b4677fd!8m2!3d3.5852383!4d98.6694277!16s%2Fg%2F11bzs2jh_s!19sChIJMcvXJtIxMTAR_XdGmy2M9Og?authuser=0&hl=id&rclk=1
salon;Adi Chiu Salon & Make Up;Salon Kecantikan;4,6;327;0812-6478-803;Tidak;;Jl. Punak No.35, Sei Putih Tim. II, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/Adi+Chiu+Salon+%26+Make+Up/data=!4m7!3m6!1s0x303131df422d6279:0x23e7f6c7c840f5cc!8m2!3d3.5961819!4d98.6614275!16s%2Fg%2F11cs3w55vk!19sChIJeWItQt8xMTARzPVAyMf25yM?authuser=0&hl=id&rclk=1
salon;FR Salon & Spa;Salon Kecantikan;4,6;31;0812-6355-2277;Tidak;;Jl. Darussalam No.50c, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/FR+Salon+%26+Spa/data=!4m7!3m6!1s0x30312e2c8b931b73:0x7979ea2720daafc8!8m2!3d3.58304!4d98.6531422!16s%2Fg%2F11c7p86nhv!19sChIJcxuTiywuMTARyK_aICfqeXk?authuser=0&hl=id&rclk=1
salon;oppa salon;Salon Rambut;4,6;139;0822-7766-7227;Tidak;;Jl. Sutomo No.33, Gaharu, Kec. Medan Tim., Kota Medan, Sumatera Utara 20235;https://www.google.com/maps/place/oppa+salon/data=!4m7!3m6!1s0x303131c01720f571:0x118201717e1d7d54!8m2!3d3.5995829!4d98.6809939!16s%2Fg%2F11csqc9mmg!19sChIJcfUgF8AxMTARVH0dfnEBghE?authuser=0&hl=id&rclk=1
barbershop;DG Barbershop;Tempat Cukur Rambut;4,6;38;0812-6087-6395;Tidak;;Jl. Ayahanda No.38-30, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/DG+Barbershop/data=!4m7!3m6!1s0x30312f46476d9299:0x9e1f9aa813f12584!8m2!3d3.5937905!4d98.653339!16s%2Fg%2F11hdt5_fx0!19sChIJmZJtR0YvMTARhCXxE6iaH54?authuser=0&hl=id&rclk=1
barbershop;Brooklyn Barbershop;Tempat Cukur Rambut;4,6;500;0811-6580-033;Tidak;;Jalan Letjen S. Parman No.188A-B, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Brooklyn+Barbershop/data=!4m7!3m6!1s0x303131d114421259:0x5f57ac41d18041fb!8m2!3d3.5871772!4d98.6671219!16s%2Fg%2F11d_8ddmwd!19sChIJWRJCFNExMTAR-0GA0UGsV18?authuser=0&hl=id&rclk=1
barbershop;Wantcu Barbershop;Tempat Cukur Rambut;4,6;185;0812-6376-3331;Tidak;;JJ2P+GV7 wantcu barbershop, Jl. Setia Luhur Jl. Ps. 1, Dwi Kora, Medan Helvetia, Medan City, North Sumatra 44123;https://www.google.com/maps/place/Wantcu+Barbershop/data=!4m7!3m6!1s0x30312e6aa5caa44b:0x99159c56018cd4e!8m2!3d3.6012787!4d98.637171!16s%2Fg%2F11bvt3v8rs!19sChIJS6TKpWouMTARTs0YYMVZkQk?authuser=0&hl=id&rclk=1
barbershop;Barber Shop Sinarta;Tempat Cukur Rambut;4,6;417;0877-6888-8007;Tidak;;Jl. Bunga Cemp. No.17 B, Padang Bulan Selayang II, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20131;https://www.google.com/maps/place/Barber+Shop+Sinarta/data=!4m7!3m6!1s0x30312f920e4494f9:0x6af1c197247236d2!8m2!3d3.5510547!4d98.6504978!16s%2Fg%2F11c0w0dgpr!19sChIJ-ZREDpIvMTAR0jZyJJfB8Wo?authuser=0&hl=id&rclk=1
barbershop;Kenn Barbershop;Tempat Cukur Rambut;4,6;25;0813-8625-6055;Tidak;;Jl. Perjuangan Ruko villa Nusa No.5 A, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Kenn+Barbershop/data=!4m7!3m6!1s0x30312fc80f00d685:0x213a87816c79287!8m2!3d3.5712535!4d98.6388036!16s%2Fg%2F11c0xq10cp!19sChIJhdYAD8gvMTARh5LHFnioEwI?authuser=0&hl=id&rclk=1
barbershop;Pangkas Gandhi Barbershop;Tempat Cukur Rambut;4,6;380;0811-642-934;Tidak;;Jl. Gandhi No.115/173, Sei Rengas I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20214;https://www.google.com/maps/place/Pangkas+Gandhi+Barbershop/data=!4m7!3m6!1s0x303131b26b3e773d:0x3bd3ea9290942c89!8m2!3d3.5839407!4d98.6918509!16s%2Fg%2F11c6_zz5w_!19sChIJPXc-a7IxMTARiSyUkJLq0zs?authuser=0&hl=id&rclk=1
bengkel motor;Ayahanda Motor;Bengkel Bongkar Pasang Mesin;4,6;17;0821-6500-2629;Tidak;;Jl. Ayahanda No.45 F, Sei Putih Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/Ayahanda+Motor/data=!4m7!3m6!1s0x30312e243e897a61:0x51bb0ce629a308a9!8m2!3d3.5942512!4d98.6535432!16s%2Fg%2F11c46587v9!19sChIJYXqJPiQuMTARqQijKeYMu1E?authuser=0&hl=id&rclk=1
bengkel motor;Masterban Setiabudi (SB) Medan;Bengkel Sepeda Motor;4,6;511;0811-6146-573;Tidak;;Jl. Setia Budi No.98, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Masterban+Setiabudi+%28SB%29+Medan/data=!4m7!3m6!1s0x30312fc95afef5bf:0x1537a19662e33b1!8m2!3d3.5752331!4d98.6426874!16s%2Fg%2F11g8zr4cl_!19sChIJv_X-WskvMTARsTMuZhl6UwE?authuser=0&hl=id&rclk=1
bengkel motor;Bali Jaya Service;Bengkel Sepeda Motor;4,6;36;0811-6077-833;Tidak;;Jl. Mesjid No.51, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Bali+Jaya+Service/data=!4m7!3m6!1s0x303131c917e0c6e7:0xfdb1f6ba66b9b961!8m2!3d3.5873059!4d98.678035!16s%2Fg%2F11b7j_zydh!19sChIJ58bgF8kxMTARYbm5Zrr2sf0?authuser=0&hl=id&rclk=1
bengkel motor;Bengkel Honda Jaya;Toko Suku Cadang Motor;4,6;91;;Tidak;;Jl. Jamin Ginting No.119, Darat, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Bengkel+Honda+Jaya/data=!4m7!3m6!1s0x30312fd87f5eb4ff:0x916cfef7677d6607!8m2!3d3.5684375!4d98.6601435!16s%2Fg%2F11bc7thb4d!19sChIJ_7Ref9gvMTARB2Z9Z_f-bJE?authuser=0&hl=id&rclk=1
minimarket;Mini Market Hidayah;Toko bahan makanan;4,6;13;0821-6547-4141;Tidak;;Komplek Menteng Indah, Medan Tenggara, Kec. Medan Denai, Kota Medan, Sumatera Utara;https://www.google.com/maps/place/Mini+Market+Hidayah/data=!4m7!3m6!1s0x303131191a09e793:0xc95cdd04adab98bb!8m2!3d3.5551618!4d98.7215728!16s%2Fg%2F11mvsg0zs7!19sChIJk-cJGhkxMTARu5irrQTdXMk?authuser=0&hl=id&rclk=1
