Keyword;Nama Bisnis;Kategori;Rating;Jumlah Ulasan;Nomor Telepon;Punya Website?;Link Website;Alamat;Link Google Maps
restoran;Tong's Cafe;Restoran Tahu;4,4;768;(061) 4527907;Tidak;;Jl. Kejaksaan No.7-D, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112;https://www.google.com/maps/place/Tong%27s+Cafe/data=!4m7!3m6!1s0x303131d1bb1a2ed1:0x98b044a7f34dd852!8m2!3d3.5868789!4d98.6704505!16s%2Fg%2F1pzy05n8w!19sChIJ0S4au9ExMTARUthN86dEsJg?authuser=0&hl=id&rclk=1
restoran;Golden Yen;Restoran;4,4;1713;0823-6022-0230;Tidak;;Medan Business Center, Jl. S. Parman No.10-11 Blok B9, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Golden+Yen/data=!4m7!3m6!1s0x30312fd51fa420ab:0x3844f31c59ae62ba!8m2!3d3.5882552!4d98.6684546!16s%2Fg%2F11b6_n06fx!19sChIJqyCkH9UvMTARumKuWRzzRDg?authuser=0&hl=id&rclk=1
restoran;Wowrung;Kafe;4,4;2177;0811-6538-810;Tidak;;Jl. H. Adam Malik No.36, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20234;https://www.google.com/maps/place/Wowrung/data=!4m7!3m6!1s0x303131dd13c58fcf:0x80ba065512e7d2e3!8m2!3d3.5990931!4d98.6692637!16s%2Fg%2F11f4qkthvl!19sChIJz4_FE90xMTAR49LnElUGuoA?authuser=0&hl=id&rclk=1
rumah makan;Sajian Bhinneka;Restoran Indonesia;4,4;1858;(061) 4514102;Tidak;;Jl. Babura Lama No.4, Darat, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Sajian+Bhinneka/data=!4m7!3m6!1s0x3031302c3c831809:0x5992c1155743dd42!8m2!3d3.5759251!4d98.6668378!16s%2Fg%2F1pzq1l1st!19sChIJCRiDPCwwMTARQt1DVxXBklk?authuser=0&hl=id&rclk=1
rumah makan;Al Jazeerah Restaurant & Cafe;Restoran Timur Tengah;4,4;742;0813-6136-0615;Tidak;;Jl. K.H. Wahid Hasyim No.66, Babura, Kec. Medan Baru, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Al+Jazeerah+Restaurant+%26+Cafe/data=!4m7!3m6!1s0x30312fd5aaaaaaab:0x83316cd745e346d5!8m2!3d3.581959!4d98.6577758!16s%2Fg%2F11nmlgqkyx!19sChIJq6qqqtUvMTAR1UbjRddsMYM?authuser=0&hl=id&rclk=1
rumah makan;Rumah Makan Restu Anda;Restoran Padang;4,4;71;0813-9665-6415;Tidak;;Gg. Rukun No.357, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/Rumah+Makan+Restu+Anda/data=!4m7!3m6!1s0x30312e2f70ccc92b:0xbbe68fc73882cda6!8m2!3d3.5901927!4d98.6520717!16s%2Fg%2F1hm1r7lnp!19sChIJK8nMcC8uMTARps2COMeP5rs?authuser=0&hl=id&rclk=1
rumah makan;Rumah Makan Bintang Bawal;Restoran Seafood;4,4;1567;(061) 4517712;Tidak;;Jl. Taruma No.15B, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112;https://www.google.com/maps/place/Rumah+Makan+Bintang+Bawal/data=!4m7!3m6!1s0x303131d2275fbc29:0x4a96799adb69696b!8m2!3d3.5857867!4d98.6698139!16s%2Fg%2F1hc4zf3n0!19sChIJKbxfJ9IxMTARa2lp25p5lko?authuser=0&hl=id&rclk=1
rumah makan;Wowrung;Kafe;4,4;2177;0811-6538-810;Tidak;;Jl. H. Adam Malik No.36, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20234;https://www.google.com/maps/place/Wowrung/data=!4m7!3m6!1s0x303131dd13c58fcf:0x80ba065512e7d2e3!8m2!3d3.5990931!4d98.6692637!16s%2Fg%2F11f4qkthvl!19sChIJz4_FE90xMTAR49LnElUGuoA?authuser=0&hl=id&rclk=1
rumah makan;Steamboat Corner Medan;Restoran Seafood;4,4;196;(061) 4578628;Tidak;;MBC, Jl. S. Parman Blok E No.15-16, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112;https://www.google.com/maps/place/Steamboat+Corner+Medan/data=!4m7!3m6!1s0x303131d100b366bf:0xd069793813715542!8m2!3d3.5877564!4d98.6683334!16s%2Fg%2F11bv6pt6xr!19sChIJv2azANExMTARQlVxEzh5adA?authuser=0&hl=id&rclk=1
rumah makan;Tong's Cafe;Restoran Tahu;4,4;768;(061) 4527907;Tidak;;Jl. Kejaksaan No.7-D, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112;https://www.google.com/maps/place/Tong%27s+Cafe/data=!4m7!3m6!1s0x303131d1bb1a2ed1:0x98b044a7f34dd852!8m2!3d3.5868789!4d98.6704505!16s%2Fg%2F1pzy05n8w!19sChIJ0S4au9ExMTARUthN86dEsJg?authuser=0&hl=id&rclk=1
rumah makan;Masakan Aceh;Restoran;4,4;5;;Tidak;;Gg. Rukun No.8, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20119;https://www.google.com/maps/place/Masakan+Aceh/data=!4m7!3m6!1s0x30312e2f79ea2e79:0xd618089ae8c8acbd!8m2!3d3.5900512!4d98.6520629!16s%2Fg%2F11hz8z94q5!19sChIJeS7qeS8uMTARvazI6JoIGNY?authuser=0&hl=id&rclk=1
cafe;Junction Café;Kafe;4,4;1642;0811-6581-127;Tidak;;Jl. Uskup Agung No.2, Madras Hulu, Kec. Medan Polonia, Kota Medan, Sumatera Utara 20151;https://www.google.com/maps/place/Junction+Caf%C3%A9/data=!4m7!3m6!1s0x3031303287081db5:0x359f0739536c1280!8m2!3d3.5779448!4d98.6714608!16s%2Fg%2F11f2w6mp20!19sChIJtR0IhzIwMTARgBJsUzkHnzU?authuser=0&hl=id&rclk=1
cafe;Fred Brew Coffee House;Kedai Kopi;4,4;385;0811-6363-983;Tidak;;Jl. Dazam Raya No.53, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Fred+Brew+Coffee+House/data=!4m7!3m6!1s0x3031330851e80737:0x32a017f085998c0b!8m2!3d3.5881963!4d98.6642476!16s%2Fg%2F11pytvdczx!19sChIJNwfoUQgzMTARC4yZhfAXoDI?authuser=0&hl=id&rclk=1
cafe;Haban Coffee and Space;Kedai Kopi;4,4;69;0838-9175-4205;Tidak;;No.250-248, Jl. Sunggal, Sunggal, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Haban+Coffee+and+Space/data=!4m7!3m6!1s0x30312f70a3c6ff7b:0xdcc62df673227288!8m2!3d3.5774659!4d98.6234383!16s%2Fg%2F11p0vghd0m!19sChIJe__Go3AvMTARiHIic_Ytxtw?authuser=0&hl=id&rclk=1
toko baju;Sosialita Fashion;Toko Pakaian;4,4;4522;0812-6066-3235;Tidak;;Plaza Medan Fair, Jl. Gatot Subroto No.125, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Sosialita+Fashion/data=!4m7!3m6!1s0x303131dadad8ff7f:0x468f2ff6862193f0!8m2!3d3.5930688!4d98.6632551!16s%2Fg%2F11hbgr7hjz!19sChIJf__Y2toxMTAR8JMhhvYvj0Y?authuser=0&hl=id&rclk=1
toko baju;Fashion House 10;Toko Pakaian Wanita;4,4;93;0811-6361-112;Tidak;;Komplek Taman Setia Budi Indah 1, Blok SS No.17, Asam Kumbang, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Fashion+House+10/data=!4m7!3m6!1s0x30312fb942f09013:0xcf205d1fe7a6324!8m2!3d3.5664042!4d98.6332787!16s%2Fg%2F11c1vkncby!19sChIJE5DwQrkvMTARJGN6_tEF8gw?authuser=0&hl=id&rclk=1
salon;Kie Kie Salon;Salon Kecantikan;4,4;135;(061) 4521621;Tidak;;Jl. Putri Hijau No.8e, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Kie+Kie+Salon/data=!4m7!3m6!1s0x303131c15457cbb7:0x7994f17717b4aa1d!8m2!3d3.595429!4d98.6760701!16s%2Fg%2F11f3sg44_j!19sChIJt8tXVMExMTARHaq0F3fxlHk?authuser=0&hl=id&rclk=1
salon;Abeng Salon;Salon Kecantikan;4,4;52;(061) 4536550;Tidak;;Jl. Burjamhal No.A3 A4, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Abeng+Salon/data=!4m7!3m6!1s0x303131f08aa09685:0xa02a2c79d8e37d14!8m2!3d3.5885387!4d98.6622435!16s%2Fg%2F1hc46hfqj!19sChIJhZagivAxMTARFH3j2HksKqA?authuser=0&hl=id&rclk=1
salon;Princess Beauty Salon By Mila;Salon Kecantikan;4,4;59;0812-6056-5142;Tidak;;Jl. Terong No.9B, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20152;https://www.google.com/maps/place/Princess+Beauty+Salon+By+Mila/data=!4m7!3m6!1s0x3031302a5b59edeb:0xb9815e3d1cf5b31!8m2!3d3.5784703!4d98.6631573!16s%2Fg%2F11byckx5l4!19sChIJ6-1ZWyowMTARMVvP0eMVmAs?authuser=0&hl=id&rclk=1
salon;Artline Studio Salon Spa & Gallery;Salon Kecantikan;4,4;192;(061) 8227268;Tidak;;HM93+R7W, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Artline+Studio+Salon+Spa+%26+Gallery/data=!4m7!3m6!1s0x30312fda6c682d99:0x85856f8ae9279ba1!8m2!3d3.5696141!4d98.6532111!16s%2Fg%2F11csqb5pns!19sChIJmS1obNovMTARoZsn6YpvhYU?authuser=0&hl=id&rclk=1
salon;Pink Beauty Saloon;Salon Kecantikan;4,4;32;(061) 4157430;Tidak;;A Jl. Sei Mencirim No.2, Babura Sunggal, Medan Baru, Medan City, North Sumatra 20153;https://www.google.com/maps/place/Pink+Beauty+Saloon/data=!4m7!3m6!1s0x30312e2d2c64211d:0xb04a3ad4e4c15bbb!8m2!3d3.5807834!4d98.6590127!16s%2Fg%2F1jkz4zw2c!19sChIJHSFkLC0uMTARu1vB5NQ6SrA?authuser=0&hl=id&rclk=1
barbershop;J&K Barber Shop;Tempat Cukur Rambut;4,4;181;0811-6401-977;Tidak;;Jalan Dr. Mansyur No. 4, Padang Bulan, Medan Baru, Merdeka, Kec. Medan Baru, Kota Medan, Sumatera Utara 20222;https://www.google.com/maps/place/J%26K+Barber+Shop/data=!4m7!3m6!1s0x30312fde4594726b:0x24686b68c99bbeff!8m2!3d3.5675044!4d98.6603209!16s%2Fg%2F11bzsg8n69!19sChIJa3KURd4vMTAR_76byWhraCQ?authuser=0&hl=id&rclk=1
apotek;Apotek Anugrah;Apotek;4,4;7;0811-616-091;Tidak;;Jl. Gatot Subroto No.96B, Sei Putih Tim. II, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20114;https://www.google.com/maps/place/Apotek+Anugrah/data=!4m7!3m6!1s0x30312e280797adad:0xdea8b25c5043f109!8m2!3d3.5903978!4d98.6595095!16s%2Fg%2F1hm3rz6f6!19sChIJra2XByguMTARCfFDUFyyqN4?authuser=0&hl=id&rclk=1
bengkel motor;Masterban Ayahanda (AY) Medan;Bengkel Sepeda Motor;4,4;53;0811-6146-566;Tidak;;komplek town house, Jl. Ayahanda No.3, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/Masterban+Ayahanda+%28AY%29+Medan/data=!4m7!3m6!1s0x30312f16c33afd27:0x79e69783421d02be!8m2!3d3.5924289!4d98.6533491!16s%2Fg%2F11v17hhvj2!19sChIJJ_06wxYvMTARvgIdQoOX5nk?authuser=0&hl=id&rclk=1
bengkel motor;Perintis Motor;Bengkel Sepeda Motor;4,4;93;;Tidak;;Jl. Setia Budi No.94f, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Perintis+Motor/data=!4m7!3m6!1s0x30312fd5227189a7:0x4b5bfedcad13669c!8m2!3d3.575884!4d98.6427282!16s%2Fg%2F11h18m2lsr!19sChIJp4lxItUvMTARnGYTrdz-W0s?authuser=0&hl=id&rclk=1
bengkel motor;x-over custompart;Bengkel Sepeda Motor;4,4;48;0852-7015-9394;Tidak;;Jl. Sunggal No.108 A, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/x-over+custompart/data=!4m7!3m6!1s0x30312fd9e4b6484d:0xb3f1fa76c1207473!8m2!3d3.5811414!4d98.6382447!16s%2Fg%2F11fj98f744!19sChIJTUi25NkvMTARc3QgwXb68bM?authuser=0&hl=id&rclk=1
bengkel motor;Masterban Kapten Muslim 2 (KM2) Medan;Bengkel Sepeda Motor;4,4;61;0811-6146-584;Tidak;;Jl. Kapten Muslim No.88b, Dwi Kora, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20123;https://www.google.com/maps/place/Masterban+Kapten+Muslim+2+%28KM2%29+Medan/data=!4m7!3m6!1s0x30312ffa7850d209:0x9c51d61e8e107633!8m2!3d3.5970189!4d98.6449139!16s%2Fg%2F11rhpqgjmn!19sChIJCdJQePovMTARM3YQjh7WUZw?authuser=0&hl=id&rclk=1
bengkel motor;PERDANA MOTOR;Bengkel Perbaikan Bodi Mobil;4,4;47;0812-6010-900;Tidak;;Jl. Notes No.6, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20118;https://www.google.com/maps/place/PERDANA+MOTOR/data=!4m7!3m6!1s0x30312e23109d764d:0x39a58f84e7a4d8c0!8m2!3d3.5975499!4d98.6528613!16s%2Fg%2F11bw6g5vgz!19sChIJTXadECMuMTARwNik54SPpTk?authuser=0&hl=id&rclk=1
minimarket;Sun Supermart;Toko bahan makanan;4,4;804;0831-8808-8000;Tidak;;Jl. Brigjend Katamso No.688 C, Kp. Baru, Kec. Medan Maimun, Kota Medan, Sumatera Utara 20159;https://www.google.com/maps/place/Sun+Supermart/data=!4m7!3m6!1s0x30313071f0a2710f:0xc2b88b0855c299a!8m2!3d3.5495248!4d98.6881803!16s%2Fg%2F11byhjl2x6!19sChIJD3Gi8HEwMTARmilchbCIKww?authuser=0&hl=id&rclk=1
minimarket;Mandiri Supermarket;Toko Swalayan;4,4;1710;(061) 8472603;Tidak;;Jl. Kapten Muslim No.8, Helvetia, Kec. Medan Helvetia, Kota Medan, Sumatera Utara 20124;https://www.google.com/maps/place/Mandiri+Supermarket/data=!4m7!3m6!1s0x30312e0eed31d1b3:0xf01ae23c91420cc4!8m2!3d3.6050235!4d98.6452267!16s%2Fg%2F1pzrxn96z!19sChIJs9Ex7Q4uMTARxAxCkTziGvA?authuser=0&hl=id&rclk=1
minimarket;Super Swalayan;Pusat Perbelanjaan;4,4;387;(061) 8213888;Tidak;;Komplek Taman Setia Budi Indah, Jl. Crysant V Block C No.1, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Super+Swalayan/data=!4m7!3m6!1s0x30312f7478570697:0x93208b4c1caa47d2!8m2!3d3.5675245!4d98.6377345!16s%2Fg%2F11j3wwzddn!19sChIJlwZXeHQvMTAR0keqHEyLIJM?authuser=0&hl=id&rclk=1
minimarket;Irian Supermarket & Dept. Store Aksara;Toko Swalayan;4,4;3374;(061) 7331165;Tidak;;Jl. Aksara No.3, Bantan Tim., Kec. Medan Tembung, Kota Medan, Sumatera Utara 20224;https://www.google.com/maps/place/Irian+Supermarket+%26+Dept.+Store+Aksara/data=!4m7!3m6!1s0x30313109a485e811:0x5c73c6325eb494d1!8m2!3d3.596407!4d98.706582!16s%2Fg%2F1hc77jxmz!19sChIJEeiFpAkxMTAR0ZS0XjLGc1w?authuser=0&hl=id&rclk=1
minimarket;Maximart Yanglim Plaza;Toko Swalayan;4,4;275;(061) 7333738;Tidak;;Yanglim Plaza, Jl. Emas No.10 Ground Floor, Sei Rengas II, Kec. Medan Area, Kota Medan, Sumatera Utara 20211;https://www.google.com/maps/place/Maximart+Yanglim+Plaza/data=!4m7!3m6!1s0x303131aec27bb537:0x2771409eed87f99d!8m2!3d3.587144!4d98.6976488!16s%2Fg%2F11bc7lwdc7!19sChIJN7V7wq4xMTARnfmH7Z5AcSc?authuser=0&hl=id&rclk=1
toko oleh-oleh;Bika Ambon Zulaikha 03;Toko Kue Kering;4,4;4022;;Tidak;;Jl. Mojopahit No.70 A-C, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112;https://www.google.com/maps/place/Bika+Ambon+Zulaikha+03/data=!4m7!3m6!1s0x303131d386574799:0x68a1c8e19428ac71!8m2!3d3.5872909!4d98.6662623!16s%2Fg%2F11hcw66zpy!19sChIJmUdXhtMxMTARcawolOHIoWg?authuser=0&hl=id&rclk=1
toko oleh-oleh;Aroma Bakery & Cake Shop;Toko Roti;4,4;246;0812-6279-3432;Tidak;;GMFX+M78, Jl. Marindal, Mekar Sari, Kec. Deli Tua, Kabupaten Deli Serdang, Sumatera Utara 20147;https://www.google.com/maps/place/Aroma+Bakery+%26+Cake+Shop/data=!4m7!3m6!1s0x30313a8c71353eff:0x91bcfe47c7234f60!8m2!3d3.5241645!4d98.6982154!16s%2Fg%2F1hm6dmwfp!19sChIJ_z41cYw6MTARYE8jx0f-vJE?authuser=0&hl=id&rclk=1
toko oleh-oleh;Pasar Ikan Lama Medan;Pasar;4,4;7375;;Tidak;;HMQJ+496, Jl. Stasiun Kereta Api, Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20212;https://www.google.com/maps/place/Pasar+Ikan+Lama+Medan/data=!4m7!3m6!1s0x303131c9e80753f7:0x5eed00e3f2eff667!8m2!3d3.5877879!4d98.6808954!16s%2Fg%2F11bxj982kv!19sChIJ91MH6MkxMTARZ_bv8uMA7V4?authuser=0&hl=id&rclk=1
klinik;Klinik Pratama vina;Klinik Medis;4,4;223;0813-3300-603;Tidak;;Jl. Jamin Ginting, Titi Rantai, Kec. Medan Baru, Kota Medan, Sumatera Utara 20157;https://www.google.com/maps/place/Klinik+Pratama+vina/data=!4m7!3m6!1s0x30312fe2a70b7829:0x2b244cd4cf498890!8m2!3d3.5512393!4d98.6600088!16s%2Fg%2F11f35986jx!19sChIJKXgLp-IvMTARkIhJz9RMJCs?authuser=0&hl=id&rclk=1
klinik;KLINIK HARAPANKU MEDAN;Klinik Medis;4,4;43;0878-9077-0876;Tidak;;Jl. Stadion, Teladan Bar., Kec. Medan Kota, Kota Medan, Sumatera Utara 20216;https://www.google.com/maps/place/KLINIK+HARAPANKU+MEDAN/data=!4m7!3m6!1s0x3031305cb92230cd:0x13a94805d214f591!8m2!3d3.5641794!4d98.6940229!16s%2Fg%2F11cjh_pbqf!19sChIJzTAiuVwwMTARkfUU0gVIqRM?authuser=0&hl=id&rclk=1
klinik;Klinik Haji Medan-Krakatau;Klinik Medis;4,4;19;(061) 6612251;Tidak;;Jl. Gunung Krakatau No.48/110 A, Glugur Darat I, Kec. Medan Tim., Kota Medan, Sumatera Utara 20238;https://www.google.com/maps/place/Klinik+Haji+Medan-Krakatau/data=!4m7!3m6!1s0x303131f35fb41a71:0x48a6531d940ba9bc!8m2!3d3.615331!4d98.680792!16s%2Fg%2F11b7j9xwlp!19sChIJcRq0X_MxMTARvKkLlB1Tpkg?authuser=0&hl=id&rclk=1
optik;Optik Thamrin Sucou;Toko Optik;4,4;285;0812-6329-3057;Tidak;;Jl. M.H Thamrin No.36 E, Pandau Hilir, Kec. Medan Perjuangan, Kota Medan, Sumatera Utara 20233;https://www.google.com/maps/place/Optik+Thamrin+Sucou/data=!4m7!3m6!1s0x303131be9dd6a02f:0x9db4ac864c66a7f3!8m2!3d3.5939639!4d98.6884329!16s%2Fg%2F11bzyy1gx2!19sChIJL6DWnb4xMTAR86dmTIastJ0?authuser=0&hl=id&rclk=1
restoran;Desadesa Resto;Restoran;4,3;2450;(061) 8220222;Tidak;;Jl. Setia Budi No.190/12, Tj. Rejo, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Desadesa+Resto/data=!4m7!3m6!1s0x30312fc669b841a9:0x4e15c0816f1c2759!8m2!3d3.5691282!4d98.6422458!16s%2Fg%2F1hm36f95c!19sChIJqUG4acYvMTARWSccb4HAFU4?authuser=0&hl=id&rclk=1
restoran;Rumah Makan Sinar Pagi;Restoran Soto Ayam;4,3;4574;(061) 6614943;Tidak;;No.2D/1, Jl. Sei Deli No.2D/1, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/Rumah+Makan+Sinar+Pagi/data=!4m7!3m6!1s0x303131c52d604195:0xbd552e0cf940107e!8m2!3d3.5922718!4d98.6710205!16s%2Fg%2F1pzt2jypr!19sChIJlUFgLcUxMTARfhBA-QwuVb0?authuser=0&hl=id&rclk=1
restoran;Restoran Pondok Indah;Restoran;4,3;337;(061) 42011999;Tidak;;Jl. Hasanuddin No.1, Petisah Hulu, Kec. Medan Baru, Kota Medan, Sumatera Utara 20153;https://www.google.com/maps/place/Restoran+Pondok+Indah/data=!4m7!3m6!1s0x30313194a05d785b:0xce123c3b98c5055d!8m2!3d3.5826168!4d98.6668595!16s%2Fg%2F11j2ly9q76!19sChIJW3hdoJQxMTARXQXFmDs8Es4?authuser=0&hl=id&rclk=1
restoran;Mie Aceh Titi Bobrok;Restoran Mie;4,3;9931;0821-6374-7015;Tidak;;Jl. Setia Budi No.17 D, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/Mie+Aceh+Titi+Bobrok/data=!4m7!3m6!1s0x30312e3725c28a5b:0x6ae69329da958bd0!8m2!3d3.5837881!4d98.6426119!16s%2Fg%2F1pv10613r!19sChIJW4rCJTcuMTAR0IuV2imT5mo?authuser=0&hl=id&rclk=1
restoran;RM Acek Botak;Restoran China;4,3;1598;0821-6881-1962;Tidak;;Jl. Karo No.3, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/RM+Acek+Botak/data=!4m7!3m6!1s0x303131daee07235f:0xafbbc4b757cdc0e7!8m2!3d3.5920475!4d98.6692875!16s%2Fg%2F11bz0r7xlv!19sChIJXyMH7toxMTAR58DNV7fEu68?authuser=0&hl=id&rclk=1
rumah makan;Rumah Makan Sinar Pagi;Restoran Soto Ayam;4,3;4574;(061) 6614943;Tidak;;No.2D/1, Jl. Sei Deli No.2D/1, Silalas, Kec. Medan Bar., Kota Medan, Sumatera Utara 20236;https://www.google.com/maps/place/Rumah+Makan+Sinar+Pagi/data=!4m7!3m6!1s0x303131c52d604195:0xbd552e0cf940107e!8m2!3d3.5922718!4d98.6710205!16s%2Fg%2F1pzt2jypr!19sChIJlUFgLcUxMTARfhBA-QwuVb0?authuser=0&hl=id&rclk=1
rumah makan;Rm Padang Panjang Pak Cik;Restoran Padang;4,3;130;;Tidak;;Jl. Ayahanda No.1 D, Sei Putih Bar., Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;https://www.google.com/maps/place/Rm+Padang+Panjang+Pak+Cik/data=!4m7!3m6!1s0x30312e25f4d4d223:0xece1eb890968bc07!8m2!3d3.5908488!4d98.6531845!16s%2Fg%2F11cs2x502f!19sChIJI9LU9CUuMTARB7xoCYnr4ew?authuser=0&hl=id&rclk=1
rumah makan;RM Acek Botak;Restoran China;4,3;1598;0821-6881-1962;Tidak;;Jl. Karo No.3, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/RM+Acek+Botak/data=!4m7!3m6!1s0x303131daee07235f:0xafbbc4b757cdc0e7!8m2!3d3.5920475!4d98.6692875!16s%2Fg%2F11bz0r7xlv!19sChIJXyMH7toxMTAR58DNV7fEu68?authuser=0&hl=id&rclk=1
cafe;Seis Cafe & Public Space;Kafe;4,3;453;;Tidak;;Jl. Sei Silau No.89c, Padang Bulan Selayang I, Kec. Medan Selayang, Kota Medan, Sumatera Utara 20154;https://www.google.com/maps/place/Seis+Cafe+%26+Public+Space/data=!4m7!3m6!1s0x30312f5327d2dbb9:0xdc905baf7bc01d18!8m2!3d3.5730366!4d98.6458386!16s%2Fg%2F11s0dzz05q!19sChIJudvSJ1MvMTARGB3Ae69bkNw?authuser=0&hl=id&rclk=1
cafe;Garpoo Cafe;Kafe;4,3;1526;0821-6706-7767;Tidak;;Jl. Jend. D.I Panjaitan No.185, Sei Sikambing D, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Garpoo+Cafe/data=!4m7!3m6!1s0x30312fd5d813a967:0x95b90103844f5128!8m2!3d3.5882219!4d98.6594942!16s%2Fg%2F11h4vvcq83!19sChIJZ6kT2NUvMTARKFFPhAMBuZU?authuser=0&hl=id&rclk=1
toko baju;Pusat Pasar;Pasar;4,3;8828;;Tidak;;Jl. Pusat Pasar, Pusat Ps., Kec. Medan Kota, Kota Medan, Sumatera Utara 20212;https://www.google.com/maps/place/Pusat+Pasar/data=!4m7!3m6!1s0x303131b6de81da59:0x27f66a7f16ac3ecd!8m2!3d3.5898985!4d98.685845!16s%2Fg%2F11bccgscg3!19sChIJWdqB3rYxMTARzT6sFn9q9ic?authuser=0&hl=id&rclk=1
salon;Johan Salon;Salon Kecantikan;4,3;62;(061) 4573478;Tidak;;Jl. Kejaksaan No.10, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20112;https://www.google.com/maps/place/Johan+Salon/data=!4m7!3m6!1s0x303131d1db608a4b:0xfdc371f04494b9b7!8m2!3d3.5870823!4d98.670463!16s%2Fg%2F11hzxjj6ys!19sChIJS4pg29ExMTARt7mURPBxw_0?authuser=0&hl=id&rclk=1
barbershop;One Man Barbershop Medan;Tempat Cukur Rambut;4,3;50;0813-6097-5413;Tidak;;JJ5X+X33, Jl. Pembangunan, Helvetia Tim., Kec. Medan Helvetia, Kota Medan, Sumatera Utara;https://www.google.com/maps/place/One+Man+Barbershop+Medan/data=!4m7!3m6!1s0x30312f0f5cec4d59:0xb0bb3133295ab2be!8m2!3d3.6098896!4d98.6476574!16s%2Fg%2F11fn6z0m9z!19sChIJWU3sXA8vMTARvrJaKTMxu7A?authuser=0&hl=id&rclk=1
barbershop;BARBERSHOP MEDAN | EVERYWARE BARBERSHOP;Tempat Cukur Rambut;4,3;26;0821-6046-9206;Tidak;;KOMPLEK RAJA AUTO MOBIL, Jl. Merak No.12A, Sei Sikambing B, Kec. Medan Sunggal, Kota Medan, Sumatera Utara 20122;https://www.google.com/maps/place/BARBERSHOP+MEDAN+%7C+EVERYWARE+BARBERSHOP/data=!4m7!3m6!1s0x30312f8133aa7d3b:0x9adc749cb4b864bf!8m2!3d3.5846826!4d98.6319496!16s%2Fg%2F11sgklm9s9!19sChIJO32qM4EvMTARv2S4tJx03Jo?authuser=0&hl=id&rclk=1
bengkel motor;Samudera Jaya Motor;Bengkel Sepeda Motor;4,3;34;0812-6534-4099;Tidak;;Jl. Punak No.57, Sei Putih Tim. I, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;https://www.google.com/maps/place/Samudera+Jaya+Motor/data=!4m7!3m6!1s0x303131cd6d1869b1:0x389c6bbac2e42885!8m2!3d3.5964561!4d98.6602022!16s%2Fg%2F11h3m7d3l6!19sChIJsWkYbc0xMTARhSjkwrprnDg?authuser=0&hl=id&rclk=1
